reference	university	journalTitle	authors	url	singlePubMed	prTitle	sampleChange	sampleJournal	samplePR	adviceExaggeration	adviceJournal	advicePR	causationExaggeration	causationJournal	causationPR	variableGeneralization	variablesJournal	variablesPR	cure
07-11-023	Imperial      	Gastric bypass reduces fat intake and preference	"le Roux CW,Bueter M,Theis N,Werling M,Ashrafian H,Lowenstein C,Athanasiou T,Bloom SR,Spector AC,Olbers T,Lutz TA"	http://www.ncbi.nlm.nih.gov/pubmed/21734019	1	Gastric bypass surgery changes food preferences	1	8	1	0	0	0	0	6	6	0	gastric bypass/food preference	gastric bypass surgery/food preference	No
07-11-024	Imperial      	A protective antiarrhythmic role of ursodeoxycholic acid in an in vitro rat model of the cholestatic fetal heart	"Miragoli M,Kadir SH,Sheppard MN,Salvarani N,Virta M,Wells S,Lab MJ,Nikolaev VO,Moshkov A,Hague WM,Rohr S,Williamson C,Gorelik J"	http://www.ncbi.nlm.nih.gov/pubmed/21809354	1	Bear bile chemical could help keep hearts in rhythm	2	8	-	3	0	3	-2	6	4	4	MFBs appearance in fetal development/Affect on membrane potential	UDCA/Heart rhythm	No
07-11-025	Imperial      	A role for sensory nerves in the late asthmatic response	"Raemdonck K,de Alba J,Birrell MA,Grace M,Maher SA,Irvin CG,Fozard JR,O'Byrne PM,Belvisi MG"	http://www.ncbi.nlm.nih.gov/pubmed/21841185	0	Study sheds light on late phase of asthma attacks	2	4	1	0	0	0	-6	6	Not mentioned	0	sensory nerve activation/modulation of the late asthmatic response	sensory nerves/late asthmatic response	No
07-11-026	Imperial      	The Influence of Maternal Body Mass Index on Infant Adiposity and Hepatic Lipid Content	"Modi N,Murgasova D,Ruager-Martin R,Thomas EL,Hyde MJ,Gale C,Santhakumaran S,Dore CJ,Alavi A,Bell JD"	http://www.ncbi.nlm.nih.gov/pubmed/21629154	1	Mother's BMI linked to fatter babies	0	1	1	-1	1	0	1	2	3	0	maternal BMI/infant adiposity	maternal BMI/total amount of fat in babies	No
07-11-027	Imperial      	Intestinal Injury and Endotoxemia in Children Undergoing Surgery for Congenital Heart Disease	"Pathan N,Burmester M,Adamovic T,Berk M,Ng KW,Betts H,Macrae D,Waddell S,Paul-Clark M,Nuamah R,Mein C,Levin M,Montana G,Mitchell JA"	http://www.ncbi.nlm.nih.gov/pubmed/21868501	1	Children with congenital heart disease at risk from harmful toxins	0	1	1	0	0	0	3	Not mentioned	3	0	Surgery/Intestinal cell injury and endotoxemia	Before / after surgery/Endotoxaemia	No
07-11-028	Imperial      	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci	"Kooner JS,Saleheen D,Sim X,Sehmi J,Zhang W,Frossard P,Been LF,Chia KS,Dimas AS,Hassanali N,Jafar T,Jowett JB,Li X,Radha V,Rees SD,Takeuchi F,Young R,Aung T,Basit A,Chidambaram M,Das D,Grundberg E,Hedman AK,Hydrie ZI,Islam M,Khor CC,Kowlessur S,Kristensen MM,Liju S,Lim WY,Matthews DR,Liu J,Morris AP,Nica AC,Pinidiyapathirage JM,Prokopenko I,Rasheed A,Samuel M,Shah N,Shera AS,Small KS,Suo C,Wickremasinghe AR,Wong TY,Yang M,Zhang F,Abecasis GR,Barnett AH,Caulfield M,Deloukas P,Frayling TM,Froguel P,Kato N,Katulanda P,Kelly MA,Liang J,Mohan V,Sanghera DK,Scott J,Seielstad M,Zimmet PZ,Elliott P,Teo YY,McCarthy MI,Danesh J,Tai ES,Chambers JC"	http://www.ncbi.nlm.nih.gov/pubmed/21874001	0	Six new genetic variants linked to type 2 diabetes discovered in South Asians.	0	1	1	0	0	0	1	2	3	0	Genome analysis/T2D	Genetic variants/Type 2 diabetes	No
07-11-029	Imperial      	The Anglo-Scandinavian Cardiac Outcomes Trial: 11-year mortality follow-up of the lipid-lowering arm in the UK	"Sever PS,Chang CL,Gupta AK,Whitehouse A,Poulter NR"	http://www.ncbi.nlm.nih.gov/pubmed/21873710	1	"Statins reduce deaths from infection and respiratory illness, eight years on from trial"	0	1	1	0	0	0	0	6	6	0	Atorvastation/All-cause mortality	Statins/Cause of death	No
07-11-030	Imperial      	Mirror extreme BMI phenotypes associated with gene dosage at the chromosome 16p11.2 locus	"Jacquemont S,Reymond A,Zufferey F,Harewood L,Walters RG,Kutalik Z,Martinet D,Shen Y,Valsesia A,Beckmann ND,Thorleifsson G,Belfiore M,Bouquillon S,Campion D,de Leeuw N,de Vries BB,Esko T,Fernandez BA,Fernandez-Aranda F,Fernandez-Real JM,Gratacos M,Guilmatre A,Hoyer J,Jarvelin MR,Kooy RF,Kurg A,Le Caignec C,Mannik K,Platt OS,Sanlaville D,Van Haelst MM,Villatoro Gomez S,Walha F,Wu BL,Yu Y,Aboura A,Addor MC,Alembik Y,Antonarakis SE,Arveiler B,Barth M,Bednarek N,Bena F,Bergmann S,Beri M,Bernardini L,Blaumeiser B,Bonneau D,Bottani A,Boute O,Brunner HG,Cailley D,Callier P,Chiesa J,Chrast J,Coin L,Coutton C,Cuisset JM,Cuvellier JC,David A,de Freminville B,Delobel B,Delrue MA,Demeer B,Descamps D,Didelot G,Dieterich K,Disciglio V,Doco-Fenzy M,Drunat S,Duban-Bedu B,Dubourg C,El-Sayed Moustafa JS,Elliott P,Faas BH,Faivre L,Faudet A,Fellmann F,Ferrarini A,Fisher R,Flori E,Forer L,Gaillard D,Gerard M,Gieger C,Gimelli S,Gimelli G,Grabe HJ,Guichet A,Guillin O,Hartikainen AL,Heron D,Hippolyte L,Holder M,Homuth G,Isidor B,Jaillard S,Jaros Z,Jimenez-Murcia S,Helas GJ,Jonveaux P,Kaksonen S,Keren B,Kloss-Brandstatter A,Knoers NV,Koolen DA,Kroisel PM,Kronenberg F,Labalme A,Landais E,Lapi E,Layet V,Legallic S,Leheup B,Leube B,Lewis S,Lucas J,MacDermot KD,Magnusson P,Marshall C,Mathieu-Dramard M,McCarthy MI,Meitinger T,Mencarelli MA,Merla G,Moerman A,Mooser V,Morice-Picard F,Mucciolo M,Nauck M,Ndiaye NC,Nordgren A,Pasquier L,Petit F,Pfundt R,Plessis G,Rajcan-Separovic E,Ramelli GP,Rauch A,Ravazzolo R,Reis A,Renieri A,Richart C,Ried JS,Rieubland C,Roberts W,Roetzer KM,Rooryck C,Rossi M,Saemundsen E,Satre V,Schurmann C,Sigurdsson E,Stavropoulos DJ,Stefansson H,Tengstrom C,Thorsteinsdottir U,Tinahones FJ,Touraine R,Vallee L,van Binsbergen E,Van der Aa N,Vincent-Delorme C,Visvikis-Siest S,Vollenweider P,Volzke H,Vulto-van Silfhout AT,Waeber G,Wallgren-Pettersson C,Witwicki RM,Zwolinksi S,Andrieux J,Estivill X,Gusella JF,Gustafsson O,Metspalu A,Scherer SW,Stefansson K,Blakemore AI,Beckmann JS,Froguel P"	http://www.ncbi.nlm.nih.gov/pubmed/21881559	1	'Gene overdose' causes extreme thinness	0	1	1	0	0	0	4	2	6	0	Duplication / deletions/BMI	Duplication or deletion of genes/Weight	No
07-11-031	Imperial      	Role of cardiovascular magnetic resonance as a gatekeeper to invasive coronary angiography in patients presenting with heart failure of unknown etiology	"Hamilton-Craig CR,Walters DL,Slaughter RE"	http://www.ncbi.nlm.nih.gov/pubmed/22711673	0	Heart scan could replace angiogram for some patients	0	1	1	0	0	0	0	4	4	0	LGE-CMR/heart failure caused by DCM and CAD	CMR scan/Correct diagnosis of the causes of heart failure	No
07-11-032	Imperial      	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk; Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure	"Munroe PB,Barnes MR,Caulfield MJ"	http://www.ncbi.nlm.nih.gov/pubmed/23661711	0	Discovery of blood pressure genes could help prevent heart disease	1	1	2	0	0	0	-4	6	2	0	independent genetic variants/SBP and DBP	gene regions/blood pressure	No
07-11-033	Imperial      	Over-activation of plasmacytoid dendritic cell inhibits anti-viral T-cell responses: a model for HIV immunopathogenesis	"Boasso A,Royle CM,Doumazos S,Aquino VN,Biasin M,Piacentini L,Tavano B,Fuchs D,Mazzotta F,Lo Caputo S,Shearer GM,Clerici M,Graham DR"	http://www.ncbi.nlm.nih.gov/pubmed/21931112	1	Scientists 'disarm' HIV in step towards vaccine	2	6	-	0	0	0	-6	6	Not mentioned	0	Envelope cholesterol withdrawal/flow cytomery in pDC	cholesterol in HIV/activation of plasmacytoid dendritic cells	No
07-11-035	Imperial      	Endonuclease G is a novel determinant of cardiac hypertrophy and mitochondrial function 	"McDermott-Roe C,Ye J,Ahmed R,Sun XM,Serafin A,Ware J,Bottolo L,Muckett P,Canas X,Zhang J,Rowe GC,Buchan R,Lu H,Braithwaite A,Mancini M,Hauton D,Marti R,Garcia-Arumi E,Hubner N,Jacob H,Serikawa T,Zidek V,Papousek F,Kolar F,Cardona M,Ruiz-Meana M,Garcia-Dorado D,Comella JX,Felkin LE,Barton PJ,Arany Z,Pravenec M,Petretto E,Sanchis D,Cook SA"	http://www.ncbi.nlm.nih.gov/pubmed/21979051	1	Scientists identify genetic link for a 'heavy heart'	0	4	4	0	0	0	0	6	6	0	Endog/cardiac hypertrophy	endog gene/enlargement of the heart	No
07-11-036	Imperial      	Crystal structure of a bacterial homologue of the bile acid sodium symporter ASBT	"Hu NJ,Iwata S,Cameron AD,Drew D"	http://www.ncbi.nlm.nih.gov/pubmed/21976025	1	X-rays help advance the battle against heart disease	0	6	6	0	0	0	0	Not mentioned	Not mentioned	0	ASBT/Structure of ASBT	Apical Sodium dependent Bile Acid Transporter (ASBT) protein/Structure of ASBT	No
07-11-037	Imperial      	Prenatal cortical growth and childhood neurocognitive abilities	"Rathbone R,Counsell SJ,Kapellou O,Dyet L,Kennea N,Hajnal J,Allsop JM,Cowan F,Edwards AD"	http://www.ncbi.nlm.nih.gov/pubmed/21998316	1	Study explores whether a bigger brain makes for a smarter child in babies born prematurely	0	1	1	0	0	0	2	2	4	0	Rate of cerebral growth/Global ability in later childhood	The growth rate of the brain's cerebral cortex/Children's performance on complex tasks	No
07-11-038	Imperial      	Deregulation of the serum- and glucocorticoid-inducible kinase SGK1 in the endometrium causes reproductive failure	"Salker MS,Christian M,Steel JH,Nautiyal J,Lavery S,Trew G,Webster Z,Al-Sabbagh M,Puchchakayala G,Foller M,Landles C,Sharkey AM,Quenby S,Aplin JD,Regan L,Lang F,Brosens JJ"	http://www.ncbi.nlm.nih.gov/pubmed/22001908	1	Faulty molecular switch can cause infertility or miscarriage	2	8	1	0	0	0	0	6	6	0	SKG1/implantation failure and miscarriage	levels of the enzyme SGK1/infertility or miscarriage	No
07-11-039	Imperial      	Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma	"Chambers JC,Zhang W,Sehmi J,Li X,Wass MN,Van der Harst P,Holm H,Sanna S,Kavousi M,Baumeister SE,Coin LJ,Deng G,Gieger C,Heard-Costa NL,Hottenga JJ,Kuhnel B,Kumar V,Lagou V,Liang L,Luan J,Vidal PM,Mateo Leach I,O'Reilly PF,Peden JF,Rahmioglu N,Soininen P,Speliotes EK,Yuan X,Thorleifsson G,Alizadeh BZ,Atwood LD,Borecki IB,Brown MJ,Charoen P,Cucca F,Das D,de Geus EJ,Dixon AL,Doring A,Ehret G,Eyjolfsson GI,Farrall M,Forouhi NG,Friedrich N,Goessling W,Gudbjartsson DF,Harris TB,Hartikainen AL,Heath S,Hirschfield GM,Hofman A,Homuth G,Hypponen E,Janssen HL,Johnson T,Kangas AJ,Kema IP,Kuhn JP,Lai S,Lathrop M,Lerch MM,Li Y,Liang TJ,Lin JP,Loos RJ,Martin NG,Moffatt MF,Montgomery GW,Munroe PB,Musunuru K,Nakamura Y,O'Donnell CJ,Olafsson I,Penninx BW,Pouta A,Prins BP,Prokopenko I,Puls R,Ruokonen A,Savolainen MJ,Schlessinger D,Schouten JN,Seedorf U,Sen-Chowdhry S,Siminovitch KA,Smit JH,Spector TD,Tan W,Teslovich TM,Tukiainen T,Uitterlinden AG,Van der Klauw MM,Vasan RS,Wallace C,Wallaschofski H,Wichmann HE,Willemsen G,Wurtz P,Xu C,Yerges-Armstrong LM,Abecasis GR,Ahmadi KR,Boomsma DI,Caulfield M,Cookson WO,van Duijn CM,Froguel P,Matsuda K,McCarthy MI,Meisinger C,Mooser V,Pietilainen KH,Schumann G,Snieder H,Sternberg MJ,Stolk RP,Thomas HC,Thorsteinsdottir U,Uda M,Waeber G,Wareham NJ,Waterworth DM,Watkins H,Whitfield JB,Witteman JC,Wolffenbuttel BH,Fox CS,Ala-Korpela M,Stefansson K,Vollenweider P,Volzke H,Schadt EE,Scott J,Jarvelin MR,Elliott P,Kooner JS"	http://www.ncbi.nlm.nih.gov/pubmed/22001757	1	Largest ever genetic study of liver function could point the way to new treatments	0	1	1	0	0	0	1	2	3	2	Loci/Concentrations of liver enzymes in plasma	Genetic regions/Liver function	No
07-11-040	Imperial      	Aberrant Adiposity and Ectopic Lipid Deposition Characterize the Adult Phenotype of the Preterm Infant	"Thomas EL,Parkinson JR,Hyde MJ,Yap IK,Holmes E,Dore CJ,Bell JD,Modi N"	http://www.ncbi.nlm.nih.gov/pubmed/21772225	1	"Premature babies at risk of ill health in later life, research suggests"	0	1	1	1	1	2	1	2	3	0	being born preterm/Adipose tissue volumes and ectopic lipid	prematurity/fat tissue around abdomens and in muscle and liver	No
07-11-041	Imperial      	Disease-related outcomes with long-term follow-up:  An updated analysis of the intergroup exemestane study	"Bliss JM,Kilburn LS,Coleman RE,Forbes JF,Coates AS,Jones SE,Jassem J,Delozier T,Andersen J,Paridaens R,van de Velde CJ,Lonning PE,Morden J,Reise J,Cisar L,Menschik T,Coombes RC"	http://www.ncbi.nlm.nih.gov/pubmed/22042946	1	Switching drugs improves breast cancer patient survival rates	0	1	1	0	0	0	3	3	6	0	Switching to exemestane/Survival rates	Switching drugs/Survival rates	No
07-11-042	Imperial      	Development and Validation of a New Adenosine-Independent Index of Stenosis Severity From Coronary Wave'Intensity Analysis	"Sen S,Escaned J,Malik IS,Mikhail GW,Foale RA,Mila R,Tarkin J,Petraco R,Broyd C,Jabbour R,Sethi A,Baker CS,Bellamy M,Al-Bustami M,Hackett D,Khan M,Lefroy D,Parker KH,Hughes AD,Francis DP,Di Mario C,Mayet J,Davies JE"	http://www.ncbi.nlm.nih.gov/pubmed/22154731	1	Improved technology may obviate need for drug when assessing patients for a coronary stent	2	8	1	-2	2	0	-2	6	4	0	iFR vs FFR/Pressure-derived stenosis assessment	Instant wave-free ratio (iFR) vs fractional flow reserve (FFR)/Results from the tests	No
07-11-043	Imperial      	Low serum iron levels are associated with elevated plasma levels of coagulation factor VIII and pulmonary emboli/deep venous thromboses in replicate cohorts of patients with hereditary haemorrhagic telangiectasia 	"Livesey JA,Manning RA,Meek JH,Jackson JE,Kulinskaya E,Laffan MA,Shovlin CL"	http://www.ncbi.nlm.nih.gov/pubmed/22169361	1	Low iron levels in blood give clue to blood clot risk	0	1	1	-2	2	0	-1	3	2	1	Serum iron levels/Levels of prothrombotic coagulation factor FVIII	Iron levels/Blood clot risk	No
08-11-001	Kings         	Mapping Infant Brain Myelination with Magnetic Resonance Imaging	"Dubois J,Dehaene-Lambertz G,Kulikova S,Poupon C,Huppi PS,Hertz-Pannier L"	http://www.ncbi.nlm.nih.gov/pubmed/24378955	0	Scientists show brain 'wiring' in babies 	0	1	1	0	0	0	0	Not mentioned	Not mentioned	0	healthy human infancy/average myelination trajectories across different brain regions	age of babies/myelination development	No
08-11-002	Kings         	"A gradient of childhood self-control predicts health, wealth, and public safety"	"Moffitt TE,Arseneault L,Belsky D,Dickson N,Hancox RJ,Harrington H,Houts R,Poulton R,Roberts BW,Ross S,Sears MR,Thomson WM,Caspi A"	http://www.ncbi.nlm.nih.gov/pubmed/21262822	1	Self-control predicts health and wealth	0	1	1	0	2	2	1	5	6	0	"Childhood Self-Control/Adult Outcomes. (Health, wealth, and crime outcomes)"	Self-control/Outcomes in adulthood	No
08-11-003	Kings         	Added Value Measures in Education Show Genetic as Well as Environmental Influence	"Haworth CM,Asbury K,Dale PS,Plomin R"	http://www.ncbi.nlm.nih.gov/pubmed/21311598	1	Children's genes influence response to education	0	1	1	-1	2	1	5	1	6	0	"strength of genetic influence using MZ (monozygotic, identical) and DZ (dizygotic, fraternal) twin - zygosity/teacher/test rated achievement at 10 years and 12 years"	children's genes/progress students make over time	No
08-11-004	Kings         	"Comparison of adaptive pacing therapy, cognitive behaviour therapy, graded exercise therapy, and specialist medical care for chronic fatigue syndrome (PACE): a randomised trial"	"White PD,Goldsmith KA,Johnson AL,Potts L,Walwyn R,DeCesare JC,Baber HL,Burgess M,Clark LV,Cox DL,Bavinton J,Angus BJ,Murphy G,Murphy M,O'Dowd H,Wilks D,McCrone P,Chalder T,Sharpe M"	http://www.ncbi.nlm.nih.gov/pubmed/21334061	1	Safe and effective treatments for CFS/ME	0	1	1	2	0	2	4	2	6	0	"type of treatement for CFS/ME patients - CBT, GET or APT/effectiveness of treatment, measured by the Chalder fatigue questionnaire, and the short form-36 physical function subscale"	Type of treatment for CFS/ME/effectiveness of treatment	No
08-11-006	Kings         	A Novel Human IgA Monoclonal Antibody Protects against Tuberculosis	"Balu S,Reljic R,Lewis MJ,Pleass RJ,McIntosh R,van Kooten C,van Egmond M,Challacombe S,Woof JM,Ivanyi J"	http://www.ncbi.nlm.nih.gov/pubmed/21257971	1	New TB treatment study	2	4	8	0	0	0	0	6	6	0	Human IgA1/Infection by the H37Rv strain of M. tuberculosis	Monoclonal antibody (IgA type)/Tuberculosis (TB)	No
08-11-007	Kings         	"Mutations in NOTCH2 cause Hajdu-Cheney syndrome, a disorder of severe and progressive bone loss"	"Simpson MA,Irving MD,Asilmaz E,Gray MJ,Dafou D,Elmslie FV,Mansour S,Holder SE,Brain CE,Burton BK,Kim KH,Pauli RM,Aftimos S,Stewart H,Kim CA,Holder-Espinasse M,Robertson SP,Drake WM,Trembath RC"	http://www.ncbi.nlm.nih.gov/pubmed/21378985	1	Gene for osteoporosis disorder discovered	2	1	-	0	0	0	0	6	6	0	HCS kindreds/NOTCH2 mutations	Hajdu-Cheney syndrome/single mutated gene	No
08-11-008	Kings         	Eight Common Genetic Variants Associated with Serum DHEAS Levels Suggest a Key Role in Ageing Mechanisms	"Zhai G,Teumer A,Stolk L,Perry JR,Vandenput L,Coviello AD,Koster A,Bell JT,Bhasin S,Eriksson J,Eriksson A,Ernst F,Ferrucci L,Frayling TM,Glass D,Grundberg E,Haring R,Hedman AK,Hofman A,Kiel DP,Kroemer HK,Liu Y,Lunetta KL,Maggio M,Lorentzon M,Mangino M,Melzer D,Miljkovic I,Nica A,Penninx BW,Vasan RS,Rivadeneira F,Small KS,Soranzo N,Uitterlinden AG,Volzke H,Wilson SG,Xi L,Zhuang WV,Harris TB,Murabito JM,Ohlsson C,Murray A,de Jong FH,Spector TD,Wallaschofski H"	http://www.ncbi.nlm.nih.gov/pubmed/21533175	1	Genes that control 'ageing' steroid identified	1	1	-	0	0	0	4	2	6	0	SNP's/serum DHEAS concentrations	8 genetic regions/genes/concentration of the steroid dehydroepiandrosterone sulphate	No
08-11-010	Kings         	PDGFR'-positive cells in bone marrow are mobilized by high mobility group box 1 (HMGB1) to regenerate injured epithelia	"Tamai K,Yamazaki T,Chino T,Ishii M,Otsuru S,Kikuchi Y,Iinuma S,Saga K,Nimura K,Shimbo T,Umegaki N,Katayama I,Miyazaki J,Takeda J,McGrath JA,Uitto J,Kaneda Y"	http://www.ncbi.nlm.nih.gov/pubmed/21464317	1	Scientists make skin repair discovery	2	4	-	0	0	0	-6	6	Not mentioned	0	Skin grafts/Tissue repair	Grafted vs non-grafted/Skin damage / wound healing	No
08-11-011	Kings         	Genome-wide association and genetic functional studies identify autism susceptibility candidate 2 gene (AUTS2) in the regulation of alcohol consumption	"Schumann G,Coin LJ,Lourdusamy A,Charoen P,Berger KH,Stacey D,Desrivieres S,Aliev FA,Khan AA,Amin N,Aulchenko YS,Bakalkin G,Bakker SJ,Balkau B,Beulens JW,Bilbao A,de Boer RA,Beury D,Bots ML,Breetvelt EJ,Cauchi S,Cavalcanti-Proenca C,Chambers JC,Clarke TK,Dahmen N,de Geus EJ,Dick D,Ducci F,Easton A,Edenberg HJ,Esko T,Fernandez-Medarde A,Foroud T,Freimer NB,Girault JA,Grobbee DE,Guarrera S,Gudbjartsson DF,Hartikainen AL,Heath AC,Hesselbrock V,Hofman A,Hottenga JJ,Isohanni MK,Kaprio J,Khaw KT,Kuehnel B,Laitinen J,Lobbens S,Luan J,Mangino M,Maroteaux M,Matullo G,McCarthy MI,Mueller C,Navis G,Numans ME,Nunez A,Nyholt DR,Onland-Moret CN,Oostra BA,O'Reilly PF,Palkovits M,Penninx BW,Polidoro S,Pouta A,Prokopenko I,Ricceri F,Santos E,Smit JH,Soranzo N,Song K,Sovio U,Stumvoll M,Surakk I,Thorgeirsson TE,Thorsteinsdottir U,Troakes C,Tyrfingsson T,Tonjes A,Uiterwaal CS,Uitterlinden AG,van der Harst P,van der Schouw YT,Staehlin O,Vogelzangs N,Vollenweider P,Waeber G,Wareham NJ,Waterworth DM,Whitfield JB,Wichmann EH,Willemsen G,Witteman JC,Yuan X,Zhai G,Zhao JH,Zhang W,Martin NG,Metspalu A,Doering A,Scott J,Spector TD,Loos RJ,Boomsma DI,Mooser V,Peltonen L,Stefansson K,van Duijn CM,Vineis P,Sommer WH,Kooner JS,Spanagel R,Heberlein UA,Jarvelin MR,Elliott P"	http://www.ncbi.nlm.nih.gov/pubmed/21471458	1	Scientists find gene linked to alcohol consumption	0	1	1	0	0	0	2	2	4	0	rs6943555 in AUTS2/Alcohol consumption	AUTS2 gene/Alcohol consumption	No
08-11-013	Kings         	Conformational changes in IgE contribute to its uniquely slow dissociation rate from receptor Fc'RI	"Holdom MD,Davies AM,Nettleship JE,Bagby SC,Dhaliwal B,Girardi E,Hunt J,Gould HJ,Beavil AJ,McDonnell JM,Owens RJ,Sutton BJ"	http://www.ncbi.nlm.nih.gov/pubmed/21516097	1	New advance in asthma research	2	6	1	0	0	0	0	Not mentioned	Not mentioned	0	 IgE binding to the Fc'RI receptor/structure of IgE when bound to FceRI receptor	IgE molecules binding to a receptor/Shape of IgE molecule	No
08-11-014	Kings         	Clinical risk prediction for pre-eclampsia in nulliparous women: development of model in international prospective cohort	"North RA,McCowan LM,Dekker GA,Poston L,Chan EH,Stewart AW,Black MA,Taylor RS,Walker JJ,Baker PN,Kenny LC"	http://www.ncbi.nlm.nih.gov/pubmed/21474517	1	Test for pre-eclampsia developed	0	1	1	3	0	3	0	Not mentioned	Not mentioned	0	algorithms based on clinical risk factors/Prediction of pre-eclampsia	combination of possible risk factors/the likelihood of developing pre-eclampsia	No
08-11-016	Kings         	"Gain-of-Function Mutations of ARHGAP31, a Cdc42/Rac1 GTPase Regulator, Cause Syndromic Cutis Aplasia and Limb Anomalies"	"Southgate L,Machado RD,Snape KM,Primeau M,Dafou D,Ruddy DM,Branney PA,Fisher M,Lee GJ,Simpson MA,He Y,Bradshaw TY,Blaumeiser B,Winship WS,Reardon W,Maher ER,FitzPatrick DR,Wuyts W,Zenker M,Lamarche-Vane N,Trembath RC"	http://www.ncbi.nlm.nih.gov/pubmed/21565291	1	Genetic clue to common birth defects found	2	8	1	0	0	0	0	6	6	0	ARHGAP31 gene/ACC-TTLD	ARHGAP31 gene/Adams-Oliver Syndrome	No
08-11-017	Kings         	Identification of an imprinted master trans regulator at the KLF14 locus related to multiple metabolic phenotypes	"Small KS,Hedman AK,Grundberg E,Nica AC,Thorleifsson G,Kong A,Thorsteindottir U,Shin SY,Richards HB,Soranzo N,Ahmadi KR,Lindgren CM,Stefansson K,Dermitzakis ET,Deloukas P,Spector TD,McCarthy MI"	http://www.ncbi.nlm.nih.gov/pubmed/21572415	1	Master switch' gene for obesity and diabetes	0	6	1	0	0	0	0	6	6	0	KLF14/gene expression in adipose tissue	KLF14 gene/expression levels of multiple distant genes found in fat tissue	No
08-11-018	Kings         	A Genome-Wide Significant Linkage for Severe Depression on Chromosome 3: The Depression Network Study' 	"Breen G,Webb BT,Butler AW,van den Oord EJ,Tozzi F,Craddock N,Gill M,Korszun A,Maier W,Middleton L,Mors O,Owen MJ,Cohen-Woods S,Perry J,Galwey NW,Upmanyu R,Craig I,Lewis CM,Ng M,Brewster S,Preisig M,Rietschel M,Jones L,Knight J,Rice J,Muglia P,Farmer AE,McGuffin P"	http://www.ncbi.nlm.nih.gov/pubmed/21572164	1	Scientists find genetic link to depression	1	1	2	0	0	0	1	3	4	0	chromosome 3p25-26/severe recurrent depression	chromosome 3p25-26/severe depression	No
08-11-019	Kings         	Human Regulatory T Cells with Alloantigen Specificity Are More Potent Inhibitors of Alloimmune Skin Graft Damage than Polyclonal Regulatory T Cells	"Sagoo P,Ali N,Garg G,Nestle FO,Lechler RI,Lombardi G"	http://www.ncbi.nlm.nih.gov/pubmed/21593402	1	Cell therapy to prevent organ rejection	2	4	1	0	0	0	0	6	6	0	Tregs/Immune-mediates allograft pathology	Tregs/Organ rejection	No
08-11-020	Kings         	Life Expectancy at Birth for People with Serious Mental Illness and Other Major Disorders from a Secondary Mental Health Care Case Register in London	"Chang CK,Hayes RD,Perera G,Broadbent MT,Fernandes AC,Lee WE,Hotopf M,Stewart R"	http://www.ncbi.nlm.nih.gov/pubmed/21611123	1	Serious mental illness shortens lives	0	1	1	0	1	1	0	6	6	0	"primary diagnosis of schizophrenia, schizoaffective disorder, bipolar affective disorder, substance use disorder, depressive episode, or recurrent depressive disorder/life expectancy"	serious mental illness/life expectancy	No
08-11-021	Kings         	Functional Crosstalk between Bmi1 and MLL/Hoxa9 Axis in Establishment of Normal Hematopoietic and Leukemic Stem Cells 	"Smith LL,Yeung J,Zeisig BB,Popov N,Huijbers I,Barnes J,Wilson AJ,Taskesen E,Delwel R,Gil J,Van Lohuizen M,So CW"	http://www.ncbi.nlm.nih.gov/pubmed/21624810	1	Stem cell treatment to prevent leukaemia returning is a step closer	0	4	4	0	0	0	-2	6	4	0	functional interplay between Bmi1 and Hoxa9 molecular pathways/number of colonies  of normal and leukemic stem cells	Bmi1 and Hoxa9 proteins/leukaemic stem cells	No
08-11-022	Kings         	"Relationship between Serum Vitamin D, Disease Severity, and Airway Remodeling in Children with Asthma"	"Gupta A,Sjoukes A,Richards D,Banya W,Hawrylowicz C,Bush A,Saglani S"	http://www.ncbi.nlm.nih.gov/pubmed/21908411	1	Vitamin D Deficiency Linked with Severe Asthma	0	1	1	2	1	3	4	2	6	0	"Serum 25(OH)D3 Levels/bronchodilator response, FEV1 and FVC"	levels of vitamin D/lung function	No
08-11-023	Kings         	"The association of tooth wear, diet and dietary habits in adults aged 18'30 years old"	"Bartlett DW,Fares J,Shirodaria S,Chiu K,Ahmad N,Sherriff M"	http://www.ncbi.nlm.nih.gov/pubmed/21911033	1	Study shows acidic food and drink can damage teeth	0	1	1	3	0	3	3	2	5	0	specific dietary acids/wear on enamel and  dentine	acids in the diet/teeth damage	No
08-11-025	Kings         	Therapygenetics:  The 5HTTLPR and response to psychological therapy	"Bockting CL,Mocking RJ,Lok A,Koeter MW,Schene AH"	http://www.ncbi.nlm.nih.gov/pubmed/22751490	0	Sensitivity gene' predicts CBT benefit for children	0	1	1	0	0	0	1	2	3	1	5HTTLPR allelles/Response to treatment	Two forms of the 5HTTP gene/response to CBT	No
08-11-026	Kings         	Perinatal and maternal outcomes by planned place of birth for healthy women with low risk pregnancies: the Birthplace in England national prospective cohort study	"Li Y,Townend J,Rowe R,Knight M,Brocklehurst P,Hollowell J"	http://www.ncbi.nlm.nih.gov/pubmed/24441052	0	Landmark birthplace study	0	1	1	0	2	2	-2	2	Not mentioned	0	Planned place of birth/Perinatal outcomes	Birthplace/ setting/Outcomes / safety	No
